sa4_name,poi_count,z_score,score
Ryde,2270,-1.709248914936565,0.15326116032682338
Inner_west ,3937,0.30761036037701056,0.5763018702990087
Parramatta,4285,0.7286463698605885,0.6745081575071901
Sutherland,4239,0.672992184698966,0.6621728352962114
