sa4_name,name,x,y
Sutherland,TAYLOR RESERVE,150.98852967368776,-33.95690993456863
Sutherland,,150.9821527787259,-33.95285971284311
Sutherland,EICKENLOFF PARK,150.98873018843895,-33.95456381918561
Sutherland,DUKE RESERVE,150.9932028921538,-33.960813497188276
Sutherland,,150.9767396736559,-33.939829143282815
Sutherland,TOMPSON RESERVE,150.98488759989542,-33.94314492853406
Sutherland,PAINE PARK,150.96193559857204,-33.930872603688655
Sutherland,SANANANDA PARK,150.94873196110007,-33.95176117706307
Sutherland,,150.95113440561443,-33.95062113829493
Sutherland,UNIVERSITY OF WESTERN SYDNEY BANKSTOWN CAMPUS,150.9906838346374,-33.94017540352824
Sutherland,,150.98696083341773,-33.96058769427948
Sutherland,,150.99746720019738,-33.95634346519534
Sutherland,ST ANNE'S HAMMONDVILLE ANGLICAN CHURCH,150.9558967531263,-33.94872571380052
Sutherland,PANANIA WASTE AND RECYCLING CENTRE,150.98829780234328,-33.94447546930115
Sutherland,MONASH RESERVE,150.9883031446242,-33.9635540811901
Sutherland,MILPERRA RESERVE,150.9899271486393,-33.93851581284125
Sutherland,YERAMBA LAGOON,151.0049307539208,-33.97631557954531
Sutherland,L'ESTRANGE PARK,151.200956256234,-33.93130942702231
Sutherland,LUGARNO POST OFFICE,151.0474265528711,-33.97603792032048
Sutherland,JOHN CURTIN RESERVE,151.1897894588372,-33.930684727197296
Sutherland,OATLEY PARK,151.062815975584,-33.97968374158635
Sutherland,SLADE ROAD RESERVE,151.123439532626,-33.932666699068676
Sutherland,RON GOSLING RESERVE,151.1303637405478,-33.93201629075562
Sutherland,RIVERWOOD RAILWAY STATION,151.0520514015506,-33.95147253744066
Sutherland,GANNONS PARK,151.05154124380917,-33.971859468731765
Sutherland,HURSTVILLE GOLF COURSE,151.0604708372965,-33.97312954851822
Sutherland,PEAKHURST PARK,151.05647906912694,-33.95772648172879
Sutherland,RIVERWOOD FIRE STATION,151.0517599467499,-33.95642406027985
Sutherland,HURSTVILLE SES,151.0627094569508,-33.96819397208981
Sutherland,ROTARY PARK,151.05626820129208,-33.94399383515851
Sutherland,LANCE HUTCHINSON OVAL,151.05790572315556,-33.94398700440031
Sutherland,BLAND OVAL,151.05951722262185,-33.94411094017317
Sutherland,RIVERWOOD PARK,151.04643938522224,-33.9497717202545
Sutherland,BENNETT PARK,151.06416984182005,-33.94096702153151
Sutherland,EASTLAKES GOLF COURSE,151.20663784169125,-33.93895827444943
Sutherland,CANTERBURY PUBLIC GOLF COURSE,151.08449553127366,-33.9389281736584
Sutherland,BEVERLERLY HILLS CHRISTIAN COMMUNITY CHURCH,151.07902790655078,-33.946871900202154
Sutherland,ST AGNES' CATHOLIC CHURCH,151.23183421727663,-33.95849002428001
Sutherland,ST MARY AND ST MINA'S COPTIC ORTHODOX COLLEGE,151.12751117809233,-33.94609825492518
Sutherland,WOODVILLE PARK,151.10831775576554,-33.9652750221194
Sutherland,CROOT PARK,151.1071194777367,-33.95898030072286
Sutherland,,151.07080850226245,-33.945569819360465
Sutherland,BRUCE PARK,151.00660165718017,-33.96111630928972
Sutherland,NARWEE POST OFFICE,151.06950092621295,-33.94877846701723
Sutherland,CUTTING RESERVE,151.03965722969295,-33.95586447485174
Sutherland,CLARKE RESERVE,151.0360277403994,-33.95552781456199
Sutherland,OLDS PARK,151.07470135244452,-33.9595172610641
Sutherland,RABAUL RESERVE,151.24255641867637,-33.95643142876085
Sutherland,GAIARINE GARDENS,151.20758727919986,-33.94256840068909
