sa4_name,name,x,y
Inner_west,KELLYS BUSH RESERVE,151.1668935896427,-33.84238279425823
Inner_west,CONCORD WEST POST OFFICE,151.08691957937233,-33.84820675484555
Inner_west,,151.10953096738768,-33.86094616549373
Inner_west,,151.1004833541366,-33.8617039895419
Inner_west,STRATHFIELD PLAZA,151.0931695441812,-33.873034836405004
Inner_west,ST ANNE'S ANGLICAN CHURCH,151.08766740888004,-33.87087103925732
Inner_west,SYDNEY KOREAN UNITING CHURCH,151.0877032372868,-33.87231670514729
Inner_west,,151.1350347186155,-33.86068974190861
Inner_west,ARMITAGE RESERVE,151.14008515853394,-33.84662221899855
Inner_west,MONTAGUE PARK,151.15246108920144,-33.858756740626895
Inner_west,DRUMMOYNE AMBULANCE STATION,151.1584746111393,-33.85558623456518
Inner_west,STIMSON RESERVE,151.1729878952775,-33.8648057236432
Inner_west,ST JOHN THE EVANGELIST,151.17950165126788,-33.85259033797739
Inner_west,BROWNLEE RESERVE,151.18710260411063,-33.851642361370814
Inner_west,BALLAST POINT RESERVE,151.18330073889385,-33.85066150504831
Inner_west,BALMAIN BOWLING CLUB,151.18808807753686,-33.85825787706141
Inner_west,CATHY FREEMAN PARK,151.06628911489898,-33.84596956062546
Inner_west,SYDNEY SHOWGROUND STADIUM,151.06761803312298,-33.843064594747645
Inner_west,ACCOR STADIUM,151.06237229497023,-33.846869391684905
Inner_west,,151.07153938056078,-33.851654032346694
Inner_west,,151.06773288003708,-33.851767767579055
Inner_west,,151.06819125349563,-33.85508034376015
Inner_west,TREILLAGE TOWER,151.07908066909897,-33.84798374891271
Inner_west,OLYMPIC PARK RAILWAY STATION,151.0693674167988,-33.84651691955816
Inner_west,,151.14799401522856,-33.87000979829535
Inner_west,CONCORD GOLF COURSE,151.09733228241058,-33.85039660161032
Inner_west,PRINCE EDWARD PARK,151.11900851163875,-33.852814769475195
Inner_west,MASSEY PARK GOLF COURSE,151.11164710354961,-33.85316749313805
Inner_west,STEWART RESERVE,151.1068156082188,-33.85783492092035
Inner_west,HENLEY PARK,151.09872461181217,-33.85995096671772
Inner_west,CENTRAL PARK,151.09631458372013,-33.85683001412586
Inner_west,WARBRICK PARK,151.08954785406092,-33.8505811963697
Inner_west,BARNWELL PARK GOLF COURSE,151.11536724453347,-33.861776517234745
Inner_west,BAYVIEW PARK,151.1212917182739,-33.85789456732141
Inner_west,WALKER RESERVE,151.09631209179352,-33.845153112324304
Inner_west,BICENTENNIAL PARK,151.07799927266842,-33.844140129009105
